RegionID,RegionName,State,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09
16,Georgia,GA,9,87000,87400,87900,88500,89000,89400,89900,90300,90700,91200,91600,92000,92300,92800,93300,93800,94400,94900,95400,96000,96500,97100,97500,97900,98400,98900,99500,100300,101100,102000,102900,103800,104600,105500,106200,106900,107500,108200,109100,110000,110800,111700,112600,113300,114100,115000,115800,116600,117400,118200,118900,119700,120500,121200,122000,122900,123700,124600,125400,126000,126600,127200,127700,128200,128700,129200,129700,130400,131100,131900,132600,133400,134100,134800,135400,135900,136300,136700,137000,137400,137900,138400,138900,139300,139700,140100,140400,140700,140800,141000,141200,141500,141900,142600,143400,144200,144900,145400,145900,146400,147100,148000,148800,149400,149600,149500,149500,149600,149900,150400,151100,151800,152500,153200,153900,154600,155300,155900,156600,157200,158000,158600,159200,159900,160500,161000,161500,161900,162200,162600,162800,163100,163500,163700,163600,163500,163300,163100,162800,162300,161800,161300,160500,159700,159000,158100,156900,155600,154200,152900,151600,150400,149100,148000,146800,145600,144400,143000,141400,140100,139000,138200,137400,136700,136300,136100,136300,135300,133800,132700,132300,131700,130900,129800,128500,127400,126300,125000,123500,122300,121300,120300,119200,118100,116900,115700,114400,113200,112200,111200,110500,110200,109900,109800,109900,110100,110200,110800,111500,112200,112800,113500,114200,115000,115900,116800,117700,118600,119600,120600,121500,122600,123800,124900,125800,126800,128000,129000,130000,131100,131900,132600,133300,134200,134900,135300,135700,136400,137500,138500,139200,139900,140800,141400,141800,142200,142800,143500,144500,145700,147000,148200,149100,150100,151100,152000,153000,154000,154800,155800,156800,157900,158900,159800,160500,161200,162200,163300,164300,165300,166500,168100,170000,171500,172600,174000,175400,176600,177500,179300,182000,184500,186100,187700,189100,189600,189600,189600,190100,190900,192300,193500
18,Hawaii,HI,40,216800,216000,215100,214200,213300,212600,211900,211300,210900,210500,209900,208900,207700,206600,205500,204400,203500,202800,202200,201800,201700,201500,201500,201400,201600,202000,202500,202900,203200,203300,203300,203300,203400,203500,203600,203500,203200,202900,202500,202100,201900,201900,202300,203100,204500,206100,207700,209200,210700,212200,213500,214600,215500,216200,216800,217400,218000,218700,219400,219900,220500,221200,222100,223100,224200,225400,226800,228200,229800,231600,233400,235100,237000,238900,240900,242900,245200,247700,250500,253400,256500,259800,263300,267000,270800,274800,278900,283400,288500,294100,300000,306100,312400,318800,325500,332800,340700,349300,358600,368100,377700,387000,396100,404800,413200,421300,429300,437700,446800,456200,465600,474600,482800,490100,496800,503200,509400,515300,520400,524900,528600,531400,533600,535400,536500,537100,536900,535900,534700,533600,532500,531200,529700,528000,526400,525000,523600,522300,521100,519800,518100,515700,512800,509200,505100,500300,495400,490200,485000,479900,474900,469800,464600,459500,454600,449800,444700,439400,434500,430400,427100,424900,423500,422800,422500,422400,422300,422900,423700,423700,423300,423200,422500,421300,419800,418500,416900,415500,414300,412300,410400,409700,409000,407100,405100,403300,402100,402100,402300,402600,404200,406500,408400,410200,412300,415000,418000,420800,422600,424200,426600,429600,432400,435300,438800,442600,446700,450000,453000,456400,460200,462600,465000,468400,470700,472200,475100,478500,481500,484800,488300,491400,494600,497900,500900,502300,503400,504900,506500,506800,506900,508400,511900,515400,518700,522100,524800,528000,532600,537400,541100,544900,548800,552400,554900,557200,560000,564200,567900,570000,570800,571800,573400,575300,577200,578300,579400,580800,583300,585300,587300,591100,596700,600700,603800,607600,611400,614300,616400,618300,618500,619000,621000,623000,623400,623400,621400,619100,617700,617500,618100,619000
20,Idaho,ID,39,99900,99800,99800,99700,99600,99600,99600,99800,100200,101000,102300,104100,106200,108400,110500,112300,113900,115100,115900,116400,116700,116700,116600,116400,116200,116200,116300,116600,117100,117500,118000,118400,118800,119100,119400,119500,119400,119300,119100,119000,118900,118900,119000,119200,119500,119900,120200,120600,120900,121300,121700,122100,122600,123000,123500,124100,124700,125300,125800,126200,126300,126100,125800,125200,124600,124200,123800,123700,123700,123800,124000,124200,124500,124700,125000,125300,125600,126000,126400,126800,127200,127500,127800,128200,128600,129100,129600,130200,130800,131200,131500,131700,132000,132300,132800,133400,134200,135200,136200,137300,138200,139100,140000,141000,142100,143400,144700,146000,147300,148600,150000,151800,154100,157000,160200,163400,166400,169100,171400,173900,176700,179300,181800,184000,185800,187100,187900,188400,188900,189200,189400,189700,190200,190400,190500,190500,190600,190800,191000,191300,191600,191800,191700,191700,191400,190700,189500,188200,186600,185000,183400,181900,180500,179200,177900,176700,175700,174300,172500,170900,169400,168100,166900,165900,165300,164900,165200,164100,161400,159400,158600,157400,156200,155100,154100,152700,150900,149600,148100,146200,145000,144500,143700,143300,143100,142900,142400,142200,141900,141400,141000,141200,141600,142300,143000,143800,144500,145400,146400,147400,148300,149000,149500,150500,151800,153100,154700,156500,158000,159100,160200,161400,162700,163700,164600,165800,167300,168200,168700,169000,169300,169600,170100,170700,171700,172600,173300,174300,175400,176300,177000,177800,178600,179600,180400,181300,182500,183900,185500,186900,188100,189200,190400,191900,193300,194300,195400,196600,197900,199400,201200,203100,205100,207000,208500,209900,212000,214200,215800,217400,218900,220700,223000,225200,227500,230500,233700,236600,239200,242600,247300,252000,255800,259000,262000,264500,266200,267200,268300,269500,271800,274200
21,Illinois,IL,5,115100,115700,116100,116300,116200,115900,115300,114700,114100,113500,112900,112000,111200,110500,109800,108900,108100,107400,107100,107300,108100,109400,110900,112300,113800,115200,116700,118200,119600,120800,121900,122700,123400,123900,124000,123900,123800,123800,123900,124200,124700,125200,126000,126800,127900,129100,130200,131200,132100,133000,133800,134700,135500,136300,137100,137800,138600,139400,140100,140800,141400,142100,142800,143600,144500,145400,146500,147600,148700,149700,150700,151700,152700,153600,154400,155200,155900,156700,157300,157900,158400,158900,159400,160000,160600,161400,162200,163100,164000,165000,165900,166800,167700,168800,169800,170900,172100,173300,174400,175500,176500,177500,178600,179600,180600,181500,182300,183100,184100,185200,186300,187600,189100,190600,192000,193300,194600,195700,196600,197700,198700,199500,200200,200900,201400,202000,202400,202800,203200,203600,203700,203900,203900,203600,203100,202700,202200,201700,201000,200300,199300,198200,196900,195600,194400,193100,191600,189900,188000,186200,184500,182800,181200,179600,177900,176200,174400,172200,170000,168000,166300,164900,163900,163100,162700,162600,162900,162000,160200,159100,158700,157700,156500,155100,153700,152200,150500,149100,148000,147000,146000,144700,143000,141800,141000,140200,139100,137900,137000,136100,134800,134100,134000,134300,134700,134700,134500,134400,134400,134800,135300,135500,135700,136200,136600,137000,137700,138800,139800,140700,141300,141700,141900,142300,142700,143200,144000,144900,146000,146900,147700,148200,148600,148900,149300,149600,150000,150700,151600,152100,152600,153100,153700,154000,154700,155300,155700,155900,156400,157000,157800,158700,159100,159400,160200,161000,161700,162400,163100,163800,164300,165000,165700,166500,167000,167600,168100,168700,169500,170200,171000,172100,173200,173700,174100,174700,175100,175300,175800,176600,177500,178600,179700,180700,181600,182200,182200,182300,182500,182800,183100,183500
22,Indiana,IN,15,93600,92200,90800,89500,88500,87800,87500,87500,87700,88000,88300,88500,88600,88600,88600,88600,88400,88200,87900,87600,87000,86400,86100,86100,86500,87100,87600,88000,88300,88600,88700,88700,88400,87900,87300,86900,86700,86900,87400,88300,89400,90500,91400,92100,92500,92900,93000,93100,93100,93100,93200,93400,93700,94100,94700,95500,96400,97400,98300,99200,99900,100600,101200,101800,102300,102800,103100,103300,103500,103500,103600,103500,103400,103300,103200,103100,103100,103100,103300,103400,103600,103900,104200,104600,105000,105300,105300,105200,104900,104500,104200,104000,103800,103900,104000,104300,104600,105000,105400,105700,105900,106200,106400,106800,107500,108300,109100,109900,110700,111500,112200,112800,113400,113900,114300,114600,114800,114900,114900,114900,115000,115200,115400,115900,116400,116800,117200,117400,117600,117700,117800,117900,117900,117900,117800,117700,117500,117500,117600,117700,117900,118000,117900,117900,117800,117600,117200,116700,116200,115500,114900,114300,113800,113300,112800,112300,111800,111200,110500,109900,109400,109000,108500,108200,108000,107900,107900,107700,107400,107600,107900,108000,108000,108200,108300,108200,108000,107800,107500,107100,106700,106100,105600,105300,105000,104800,104700,104700,104300,104000,104000,104200,104200,104300,104500,104800,105000,105100,105200,105200,105400,105400,105100,104800,104700,104700,104500,104400,104300,104200,104100,104200,104300,104500,104600,104900,105100,105400,105900,106300,106400,106600,107100,107500,108000,108400,108700,108900,109300,109800,110000,110400,110800,111200,111500,111600,111900,112500,113200,113800,114500,115300,116100,116800,117300,118100,118800,119200,119700,120500,121200,121900,122900,123800,124100,124500,125100,125500,126000,126900,127800,128600,129700,130900,131900,133000,133900,135100,136400,137700,139200,141000,142200,143000,143900,144600,144800,144900,145600,146500,147700,148700
19,Iowa,IA,30,62100,62100,62300,62400,62700,63100,63600,64100,64500,64800,65000,65200,65400,65800,66100,66400,66800,67200,67700,68300,68800,69100,69400,69700,69900,70300,70900,71600,72400,73300,74100,74800,75300,75800,76200,76400,76400,76100,75900,75500,75200,75100,75100,75200,75500,75900,76500,77300,78100,78800,79500,80100,80700,81100,81500,81800,82000,82300,82600,82900,83200,83500,83700,83900,84100,84500,84800,85100,85500,85900,86300,86900,87500,88000,88500,88900,89200,89300,89500,89700,89800,89900,90000,90200,90600,91000,91500,92000,92300,92700,93000,93200,93400,93700,94000,94300,94700,95000,95400,95800,96300,96800,97400,98300,99300,100200,100900,101300,101500,101700,102000,102500,102900,103400,103800,104100,104300,104400,104500,104600,104800,105100,105600,106100,106700,107200,107700,108000,108300,108500,108800,109200,109400,109600,109700,109800,109900,110100,110400,110600,110900,111100,111300,111600,111800,111800,111700,111400,111200,110900,110700,110600,110600,110600,110700,110900,111100,111100,111000,111000,111100,111100,111100,111100,111100,111100,111200,111300,111400,111700,112300,112700,112500,112300,112000,111600,111200,110900,110300,109900,109900,109900,109800,109800,109900,110000,110000,110200,110300,110500,110800,110800,110800,110900,111100,111200,111400,111700,112200,112500,112800,113200,113500,114000,114300,114300,114200,114500,114800,115000,115100,115500,115800,116000,116300,116700,117000,117300,117700,118000,118400,118800,119200,119400,119800,120300,120700,121200,121900,122600,123200,123500,123700,123800,124200,124600,124700,124900,125500,125900,126300,126900,127500,128000,128500,128700,129000,129500,130000,130500,131100,131900,132700,133300,133500,133700,133900,134300,134800,135700,136500,136900,137100,137400,137700,138000,138100,138700,139400,140300,141200,141900,142500,143000,143600,144000,143900,143900,144400,145200,146000,146500
23,Kansas,KS,33,64200,64400,64600,64800,65000,65300,65500,65900,66300,67000,68000,69300,70800,72400,73800,75100,76100,76900,77600,78300,79000,79800,80600,81300,82000,82700,83300,83900,84400,84800,85200,85700,86100,86600,87000,87400,87700,88000,88300,88500,88700,88900,89200,89500,89900,90200,90400,90700,90900,91000,91300,91500,91700,91800,91900,92000,92100,92300,92600,93000,93500,94100,94600,95200,95800,96300,96800,97200,97600,98000,98300,98600,98700,98800,98700,98600,98500,98400,98500,98900,99200,99500,99700,99800,99800,99900,100300,100800,101300,101800,102100,102300,102500,102700,103000,103400,103900,104500,105200,106000,106900,107900,109100,110300,111400,112300,113000,113500,113900,113800,113500,113100,112600,112300,112100,112000,111900,112000,112200,112300,112500,112700,113000,113400,113800,114200,114600,114900,115100,115400,115700,116100,116600,117300,117900,118500,119000,119400,119500,119400,119100,118900,118700,118500,118300,118000,117700,117500,117200,117000,116800,116600,116500,116500,116400,116400,116400,116300,116100,115800,115500,115300,115100,115000,114900,114900,115000,115000,114800,114700,114800,114800,114500,114100,113900,113600,113300,112900,112400,111600,110900,110500,110100,109500,109300,109300,109100,108900,108700,108500,108500,108600,108700,108600,108700,108800,108900,108800,108700,108800,108900,109000,109000,108700,108800,109000,109200,109400,109700,109900,110000,110400,110800,111000,111200,111600,111900,112000,112200,112400,112600,112800,113000,113400,113700,114000,114200,114800,115200,115300,115600,115800,115900,116100,116500,116700,116900,117500,118200,118800,119400,120100,120700,121400,122300,123000,123600,124200,124700,125200,126000,127000,127800,128700,129100,129400,129700,130100,130600,131000,131300,131500,131700,131900,132500,133600,134600,135400,136200,137100,137900,138600,139300,139900,140400,140800,140800,140500,140400,140600,141100,141500
24,Kentucky,KY,26,70200,70300,70500,70800,71000,71300,71600,72000,72300,72700,73000,73300,73600,73900,74200,74500,74800,75200,75600,76000,76500,77000,77500,78000,78500,78900,79300,79700,80100,80500,80800,81100,81300,81600,81800,82000,82300,82600,83000,83300,83700,84000,84300,84700,85000,85300,85600,85900,86300,86600,87000,87300,87700,88000,88400,88800,89300,89900,90400,90900,91400,91900,92400,92800,93100,93300,93600,93900,94300,94800,95400,95900,96500,96900,97200,97500,97800,98100,98400,98900,99500,100000,100600,101200,101600,102000,102400,102700,103000,103300,103600,103900,104300,104600,105000,105400,105700,106100,106600,107000,107500,107900,108400,108900,109300,109500,109600,109300,109100,109100,109200,109400,109700,110000,110300,110700,111100,111500,112000,112400,112800,113400,114100,114900,115900,116700,117100,117100,116700,116400,116200,116000,115900,115900,115900,115900,115700,115600,115600,115600,115600,115600,115700,115700,115700,115500,115300,114900,114600,114300,114100,114000,114000,114000,114100,114100,114000,113900,113800,113600,113200,113000,112900,112900,112900,113000,113000,113600,114600,115000,115000,115200,115200,115100,114900,114700,114600,114500,114300,113700,112900,112300,111900,111600,111500,111400,111200,111000,110800,110600,110500,110300,110100,110200,110300,110200,110300,110400,110500,110900,111100,111200,111300,111400,111300,111400,111800,112000,112100,112200,112400,112400,112500,112600,112900,113100,113400,113600,113700,113900,114200,114400,114500,114500,114700,115000,115300,115700,116200,116600,117000,117300,117600,118000,118500,119200,119700,120100,120600,121200,121800,122300,122900,123400,124000,124600,125300,126000,126600,127400,128400,129200,129800,130600,131500,132300,132800,133200,133600,134200,134800,135400,135800,136500,137400,138200,138700,139400,140300,141300,142400,143300,144000,144900,145600,145800,145800,145900,146100,146600,147600,148400
25,Louisiana,LA,25,67100,67300,67400,67700,68000,68200,68500,68700,69100,69400,69700,69900,70200,70500,70700,71000,71400,71800,72200,72700,73400,74100,75100,76000,77000,78000,79000,79900,80700,81500,82300,82900,83600,84200,84800,85300,85900,86400,87000,87800,88500,89200,89800,90400,90900,91300,91700,91900,92200,92300,92400,92600,92700,92900,93200,93500,93900,94300,94700,95000,95100,94800,94200,93200,92000,90900,90000,89400,89100,89100,89300,89600,89900,90200,90400,90700,91000,91200,91400,91600,91800,92100,92200,92500,92800,93200,93900,94700,95600,96400,97300,98100,98800,99300,99800,100300,100700,101200,101800,102400,103100,103600,104100,104300,104200,103800,103500,103400,103700,104100,104800,105700,106800,108000,109100,110300,111600,112800,113900,114800,115600,116200,116600,116900,117100,117500,117900,118400,118900,119500,120100,120700,121300,121900,122400,122800,123100,123300,123500,123600,123800,124000,124200,124300,124400,124300,124200,124100,124200,124300,124400,124600,124700,125000,125200,125500,125700,125900,125900,126000,126000,125800,125600,125500,125400,125400,125400,125400,125200,125000,125100,125200,125000,124800,124700,124400,123900,123500,123100,122500,121700,121200,120800,120400,120000,119700,119300,119000,118800,118500,118200,118100,118100,118200,118300,118300,118400,118700,118800,118800,119000,119400,119800,120000,120300,120600,120800,120800,120900,121100,121400,121700,121900,122100,122200,122300,122700,123100,123200,123600,124100,124400,124500,124900,125200,125700,126100,126300,126300,126600,126900,127200,127400,127700,128100,128700,129200,129600,130300,131300,132200,132800,133400,134200,135000,135600,136100,136600,137300,137900,138500,139200,139900,140200,140300,140500,140800,141200,141400,141800,142200,142500,142800,143400,144400,145100,145500,145700,145800,146400,147300,147600,147200,147100,147200,146800,146100,146100,146400,146900,147300,147600
28,Maine,ME,41,86200,85700,85100,84500,83900,83400,82900,82500,82300,82100,82000,82000,82000,82100,82400,82700,83100,83700,84200,84700,85300,85800,86200,86600,86900,87200,87500,87800,88100,88500,89000,89500,90000,90600,91200,91800,92500,93300,94200,95200,96100,97200,98300,99400,100600,101800,102900,104000,105100,106200,107400,108600,110000,111400,112900,114500,116100,117700,119200,120800,122200,123600,124900,126100,127200,128200,129100,130000,131000,132000,133000,134200,135400,136600,137900,139100,140300,141600,142800,144000,145100,146300,147600,149000,150400,152000,153600,155400,157400,159300,161200,162900,164500,166100,167800,169700,171800,174000,176200,178100,179600,180900,182300,184100,186500,189300,192000,194200,196100,197700,199000,199900,200600,201100,201700,201900,201900,201800,201800,201800,201900,201800,201800,201600,201400,201100,200800,200400,199900,199500,199300,199000,198400,198000,197900,197900,198000,198200,198400,198500,198100,197200,195700,193700,191100,188600,186300,184400,182800,181400,180000,178600,177500,176500,175800,174900,173700,172300,171300,170700,170800,171200,172000,172800,173700,174500,174800,176300,179300,181900,183100,183900,184000,183500,182600,181400,180200,178800,177200,175500,174000,173200,172800,172700,172700,172800,173000,173200,173200,173600,174000,174200,174500,175000,175500,175700,176000,176500,176900,177400,177900,178400,179000,179500,179500,179200,178700,178400,178400,178500,178400,178400,178500,178700,179300,180000,180900,182000,183300,183900,183800,183200,183100,183400,183900,184500,185300,186100,186500,186600,186700,186700,186900,187000,187200,187500,187900,188300,189200,190200,190900,192100,193600,195200,196500,197800,199000,200400,202100,203700,204500,205600,207000,208300,209200,209900,210400,211100,212600,214900,216700,217900,219100,220100,220800,221200,221300,222300,224600,227500,229700,230800,231300,232400,233600,233900,233400,233200,234100,235500,236900,237800
27,Maryland,MD,19,128700,128800,128800,128800,128800,128900,128900,128900,129000,129200,129400,129400,129400,129300,129300,129200,129200,129300,129400,129500,129800,130200,130700,131000,131200,131300,131400,131400,131500,131600,131700,132000,132500,133000,133600,134100,134500,134900,135300,135600,136000,136300,136800,137400,138100,138900,139600,140200,140800,141300,141800,142400,143000,143600,144400,145200,146100,147100,148100,149000,150000,150900,151900,152900,154000,155100,156400,157700,159100,160600,162100,163700,165300,167100,168900,170700,172600,174600,176700,178900,181200,183500,185700,187900,190200,192600,195000,197600,200300,203000,205800,208800,211800,214900,218000,221300,225000,229000,233500,238300,243300,248500,253800,258900,263900,268700,273300,278000,283000,288100,293300,298300,302900,307000,310700,314000,317000,319700,322200,324700,327300,329400,331200,332700,333700,334400,334800,334800,334800,334700,334400,334300,334100,333300,331900,330300,328200,325900,323200,320200,317100,314000,311000,308500,306100,303000,299200,295300,291400,288000,284800,281700,278800,275900,272900,270000,267100,263600,259900,257000,255000,253600,252600,251900,251600,251500,251900,250300,246900,245000,244700,243700,242400,241000,239800,238500,237000,235500,234000,232600,231400,230100,228900,227700,226500,225100,223800,222500,221600,221400,221300,221400,222300,223400,224100,225000,226100,227100,227800,228400,228900,229200,229400,230200,231700,233200,234500,235900,237200,238400,239400,240500,241500,242000,242300,243000,243600,243800,244400,245300,245800,246300,247000,247500,247800,248100,248700,249200,249700,250200,250800,251400,251800,251900,252000,252500,252800,253000,253100,253900,255400,257100,258400,259600,260500,261100,262200,263600,264900,266000,266900,268100,269200,270100,270500,270700,271500,272800,273700,274600,275600,277400,279400,281200,282400,283400,283900,284400,285100,286200,287300,288200,289100,290100,291300,291700,290800,289800,289600,289500,289800,290500
26,Massachusetts,MA,14,137800,138000,138100,138300,138500,138700,139000,139400,139900,140500,141100,141600,142200,142800,143600,144300,145100,145900,146800,147900,149100,150600,151900,153100,154400,155600,156700,157800,158800,159800,160800,161900,163200,164800,166300,167900,169600,171400,173300,175300,177300,179200,181200,183400,185700,188200,190600,193000,195300,197800,200300,203000,205800,208700,211700,214600,217600,220500,223300,226100,229000,231900,235000,238100,241300,244400,247300,250100,252800,255400,257900,260500,263100,265700,268500,271400,274400,277500,280800,284100,287300,290300,293100,295900,298600,301100,303500,305600,307700,309700,311800,314000,316300,318600,321000,323400,325900,328500,331200,334100,336900,339700,342400,345000,347600,350200,352600,355000,357200,358800,359900,360600,360900,361000,360800,360300,359600,358700,357700,356600,355400,354000,352300,350300,348100,345900,343900,342000,340400,339200,338400,337600,336800,335800,334700,333200,331700,330100,328300,326200,323900,321600,319200,316700,314100,311800,309500,307400,305500,304000,302700,301600,300600,299900,299000,297700,296000,293900,291900,290800,290600,290900,291400,292000,292700,293600,294300,294300,293600,293400,293700,293400,292900,292100,290900,289600,288500,286700,284600,283500,283400,282700,281900,281400,280700,279600,278500,277500,276900,276300,275900,276200,276900,277800,278800,279800,280300,280700,281600,282900,283800,284300,285300,287000,289300,291700,294100,296300,298200,300200,302500,304100,305000,306300,307800,308900,310200,311600,313000,314300,315500,316400,317000,318000,319500,321000,322200,322900,323500,324300,325200,326400,327900,329400,330800,332200,333500,334900,336300,337900,339800,341700,343600,345700,348100,350600,352800,355100,357900,361300,364700,367900,370600,372700,373900,374800,376400,378700,380900,382600,384000,386200,389200,391300,392700,394700,396700,398300,399700,401100,402700,404400,405900,407900,409800,410200,408900,407700,407500,407600,407900,408100
30,Michigan,MI,8,75800,76600,77300,78000,78700,79200,79800,80300,80800,81400,81900,82400,82800,83300,83800,84400,85000,85600,86300,87000,87900,88900,89900,90800,91600,92300,92800,93300,93800,94200,94600,95000,95500,96100,96700,97200,97800,98500,99200,99900,100600,101400,102300,103000,103900,104800,105600,106300,107000,107700,108400,109100,109800,110500,111200,111700,112300,112800,113300,113600,113900,114300,114800,115200,115600,115900,116300,116700,117100,117700,118300,119000,119600,120100,120600,121000,121400,121800,122200,122700,123100,123600,123900,124000,124100,124300,124600,125000,125500,126000,126400,126900,127300,127700,128100,128500,129000,129600,130200,130800,131300,131800,132300,132800,133400,133900,134300,134800,135300,135700,136100,136400,136700,137000,137200,137300,137300,137200,137000,136900,136900,136700,136400,136100,135900,135600,135300,134900,134400,133900,133200,132700,132200,131400,130500,129600,128600,127600,126500,125400,124200,123000,121700,120500,119300,117900,116300,114800,113200,111600,110100,108600,107000,105500,104000,102600,101300,99800,98100,96600,95400,94200,93200,92500,92000,91800,91900,91300,90200,89500,89500,89300,88800,88300,87800,87200,86500,85900,85200,84600,84100,83600,83100,82700,82300,82200,82100,81800,81700,81700,81800,81900,82200,83000,83600,84100,84500,85100,85700,86400,87100,87700,88300,89200,90200,91100,91700,92700,93700,94700,95600,96600,97500,98200,99000,99900,100900,101700,102500,103200,104100,105000,105800,106500,107300,108300,109200,109800,110500,111200,112000,112800,113500,114100,114800,115700,116500,117000,117600,118500,119600,120400,121100,122200,123500,124300,125100,126000,126900,127700,128700,130000,131100,132000,132800,133500,134200,134900,135700,136400,137200,138200,139300,140100,140900,142000,143000,144100,145300,146500,147800,149000,149900,150900,151700,152100,152300,152400,152900,153500,154100,154500
31,Minnesota,MN,21,86700,87200,87700,88300,88800,89300,89800,90000,90300,90500,90700,90800,90900,91000,91200,91500,91900,92400,92900,93500,94100,94800,95400,95900,96500,97000,97700,98600,99600,100800,102100,103300,104600,105900,107000,108200,109500,110800,112200,113700,115100,116400,117800,119200,120600,122100,123400,124600,125900,127100,128300,129700,131200,132700,134200,135600,137100,138400,139600,140900,142300,143900,145600,147500,149300,150900,152500,154000,155400,156800,158300,159800,161200,162500,163800,164800,165800,166800,167900,169100,170400,171800,173100,174500,175800,177000,178100,179200,180200,181100,182100,183200,184200,185400,186700,188200,189700,191100,192400,193600,194600,195600,196500,197400,198300,199200,200200,201200,202300,203400,204300,205200,206000,206700,207600,208400,209200,209900,210300,210400,210100,209600,209000,208400,207700,207300,206900,206600,206400,206400,206300,206200,206000,205500,204600,203600,202700,201700,200600,199300,197600,195900,194000,192400,191100,189500,187700,185700,183800,182100,180600,179100,177800,176600,175500,174500,173300,171700,169900,168600,167800,167400,167100,166900,166800,167000,167500,166600,164700,164100,164900,165100,164500,163000,161200,159800,158200,156600,154800,153300,152500,151600,150300,149500,149000,148700,148200,147900,147700,147300,147100,147300,147700,148500,149500,150400,151200,152200,153400,154400,155400,156500,157500,158500,159500,160400,161400,162600,164100,165500,166800,168000,169200,169900,170400,171400,172700,173800,174400,174700,175000,175600,176100,176400,176700,177300,178200,179400,180900,182100,183000,183800,184600,185400,186000,186700,187500,188600,189800,191300,192600,193400,194500,195900,197200,198100,199300,200800,202400,203900,205600,207400,209200,210600,212000,213100,214200,215400,216600,217400,218200,219900,221700,223000,224100,225000,225500,226200,227400,228800,230500,232400,234000,235300,236300,236900,237100,237800,238800,239200,239500,239900
